order_item_id,order_id,product_id,quantity,unit_price,line_amount
2151,1046,87,4,240.64,962.56
2152,1046,80,2,706.29,1412.58
2153,1047,201,3,476.63,1429.89
2154,1047,198,2,591.96,1183.92
2155,1047,41,6,265.09,1590.54
2156,1047,55,5,609.75,3048.75
2157,1048,239,5,420.94,2104.7
2158,1049,203,2,532.54,1065.08
2159,1049,152,4,318.56,1274.24
2160,1050,188,5,511.89,2559.45
2161,1050,219,6,682.09,4092.54
2162,1050,85,5,171.52,857.6
2163,1050,75,1,252.17,252.17
2164,1051,100,6,263.72,1582.32
2165,1051,26,5,804.78,4023.9
2166,1052,141,3,875.84,2627.52
2167,1052,38,5,736.58,3682.9
2168,1053,113,1,593.43,593.43
2169,1053,75,5,252.17,1260.85
2170,1054,209,6,54.06,324.36
2171,1055,25,4,909.57,3638.28
2172,1055,194,2,731.08,1462.16
2173,1055,57,2,791.97,1583.94
2174,1056,117,1,907.91,907.91
2175,1057,183,2,583.52,1167.04
2176,1057,243,1,64.31,64.31
2177,1057,158,4,362.46,1449.84
2178,1057,221,6,672.16,4032.96
2179,1057,99,3,467.84,1403.52
2180,1058,132,2,876.17,1752.34
2181,1058,202,4,367.8,1471.2
2182,1059,149,6,420.84,2525.04
2183,1060,245,5,645.6,3228.0
2184,1061,108,6,660.36,3962.16
2185,1062,34,3,762.04,2286.12
2186,1062,23,3,36.06,108.18
2187,1063,20,2,690.18,1380.36
2188,1064,174,4,61.59,246.36
2189,1064,201,3,476.63,1429.89
2190,1065,99,2,467.84,935.68
2191,1066,223,6,653.33,3919.98
2192,1067,217,6,298.14,1788.84
2193,1068,30,5,152.33,761.65
2194,1068,219,4,682.09,2728.36
2195,1068,143,6,5.78,34.68
2196,1069,56,1,703.18,703.18
2197,1069,54,3,599.67,1799.01
2198,1069,98,3,833.49,2500.47
2199,1070,203,3,532.54,1597.62
2200,1071,7,4,89.56,358.24
2201,1071,118,2,171.52,343.04
2202,1072,225,4,5.23,20.92
2203,1072,162,1,481.2,481.2
2204,1072,229,5,580.8,2904.0
2205,1072,97,4,685.95,2743.8
2206,1073,196,1,395.36,395.36
2207,1073,181,1,971.6,971.6
2208,1073,56,6,703.18,4219.08
2209,1073,71,1,902.9,902.9
2210,1074,209,1,54.06,54.06
2211,1075,128,6,514.19,3085.14
2212,1076,159,6,959.18,5755.08
2213,1076,120,6,526.15,3156.9
2214,1077,233,2,591.68,1183.36
2215,1077,164,6,736.47,4418.82
2216,1077,91,1,321.72,321.72
2217,1078,139,6,581.4,3488.4
2218,1079,235,2,256.57,513.14
2219,1079,25,3,909.57,2728.71
2220,1079,11,6,180.91,1085.46
2221,1079,105,3,278.3,834.9
2222,1080,14,2,410.96,821.92
2223,1080,162,5,481.2,2406.0
2224,1081,139,4,581.4,2325.6
2225,1081,37,6,627.89,3767.34
2226,1081,115,4,970.23,3880.92
2227,1082,89,6,45.51,273.06
2228,1082,171,5,740.18,3700.9
2229,1082,176,3,566.81,1700.43
2230,1082,214,6,789.3,4735.8
2231,1082,151,6,354.57,2127.42
2232,1083,223,2,653.33,1306.66
2233,1083,174,4,61.59,246.36
2234,1083,104,6,134.64,807.84
2235,1083,227,2,963.03,1926.06
2236,1084,32,5,646.76,3233.8
2237,1084,124,4,667.15,2668.6
2238,1084,20,4,690.18,2760.72
2239,1085,35,1,711.85,711.85
2240,1085,229,1,580.8,580.8
2241,1085,197,3,509.24,1527.72
2242,1086,170,6,873.97,5243.82
2243,1087,71,3,902.9,2708.7
2244,1088,114,5,876.72,4383.6
2245,1088,193,4,864.81,3459.24
2246,1088,174,4,61.59,246.36
2247,1089,1,6,594.95,3569.7
2248,9999999,44,1,424.98,424.98
2249,1090,87,2,240.64,481.28
2250,1090,218,3,106.52,319.56
2251,1090,1,6,594.95,3569.7
2252,1091,153,1,897.02,897.02
2253,1091,219,5,682.09,3410.45
2254,1092,2,2,744.48,1488.96
2255,1093,189,4,317.55,1270.2
2256,1094,192,4,127.97,511.88
2257,1094,5,5,525.64,2628.2
2258,1094,34,2,762.04,1524.08
2259,1094,118,3,171.52,514.56
2260,1095,81,3,574.03,1722.09
2261,1096,46,2,202.72,405.44
2262,1097,13,2,372.41,744.82
2263,1098,154,5,830.12,4150.6
2264,1098,157,4,211.39,845.56
2265,1099,54,5,599.67,2998.35
2266,1099,103,5,575.68,2878.4
2267,1099,136,2,842.39,1684.78
2268,1100,64,3,356.39,1069.17
2269,1101,134,1,619.41,619.41
2270,1101,133,3,936.51,2809.53
2271,1101,153,4,897.02,3588.08
2272,1102,119,2,917.61,1835.22
2273,1102,40,4,342.23,1368.92
2274,1102,112,2,229.53,459.06
2275,1103,155,4,39.8,159.2
2276,1104,56,1,703.18,703.18
2277,1105,72,5,429.11,2145.55
2278,1105,128,2,514.19,1028.38
2279,1106,55,2,609.75,1219.5
2280,1107,102,6,201.95,1211.7
2281,1108,135,1,909.27,909.27
2282,1108,160,5,424.28,2121.4
2283,1109,8,3,408.68,1226.04
2284,1109,120,6,526.15,3156.9
2285,1109,185,5,962.45,4812.25
2286,1110,26,6,804.78,4828.68
2287,1110,128,6,514.19,3085.14
2288,1111,83,2,699.95,1399.9
2289,1111,9,1,691.74,691.74
2290,1112,196,6,395.36,2372.16
2291,1113,30,4,152.33,609.32
2292,1114,244,3,168.53,505.59
2293,1115,112,3,229.53,688.59
2294,1115,47,2,392.1,784.2
2295,1116,168,1,76.94,76.94
2296,1116,103,5,575.68,2878.4
2297,1116,54,1,599.67,599.67
2298,1117,4,4,877.92,3511.68
2299,1118,17,4,934.4,3737.6
2300,1119,207,5,522.6,2613.0
2301,1119,194,5,731.08,3655.4
2302,1119,102,2,201.95,403.9
2303,1120,13,3,372.41,1117.23
2304,1120,14,5,410.96,2054.8
2305,1120,191,1,246.92,246.92
2306,1121,141,3,875.84,2627.52
2307,1122,232,4,427.2,1708.8
2308,1123,202,6,367.8,2206.8
2309,1123,96,4,772.7,3090.8
2310,1124,216,6,350.83,2104.98
2311,1124,57,3,791.97,2375.91
2312,1125,165,3,727.87,2183.61
2313,1125,110,3,273.22,819.66
2314,1125,229,5,580.8,2904.0
2315,1126,119,2,917.61,1835.22
2316,1127,32,1,646.76,646.76
2317,1127,109,3,351.02,1053.06
2318,1128,34,4,762.04,3048.16
2319,1128,196,6,395.36,2372.16
2320,1129,42,2,804.95,1609.9
2321,1129,236,1,362.78,362.78
2322,1129,99,2,467.84,935.68
2323,1130,106,5,369.6,1848.0
2324,1130,169,3,673.91,2021.73
2325,1131,222,1,956.88,956.88
2326,1132,247,4,110.61,442.44
2327,1132,248,6,696.59,4179.54
2328,1132,159,6,959.18,5755.08
2329,1132,205,3,819.55,2458.65
2330,1133,10,1,619.66,619.66
2331,1133,105,3,278.3,834.9
2332,1134,199,6,732.98,4397.88
2333,1134,57,4,791.97,3167.88
2334,1134,128,4,514.19,2056.76
2335,1135,27,4,558.97,2235.88
2336,1135,98,4,833.49,3333.96
2337,1136,141,5,875.84,4379.2
2338,1136,56,6,703.18,4219.08
2339,1136,241,1,945.3,945.3
2340,1136,193,2,864.81,1729.62
2341,1137,42,4,804.95,3219.8
2342,1137,122,2,664.63,1329.26
2343,1137,117,5,907.91,4539.55
2344,1137,115,2,970.23,1940.46
2345,1138,143,2,5.78,11.56
2346,1139,179,6,85.94,515.64
2347,1140,148,6,734.07,4404.42
2348,1141,85,1,171.52,171.52
2349,1141,10,5,619.66,3098.3
2350,1142,61,3,786.97,2360.91
2351,1143,63,4,651.88,2607.52
2352,1143,90,2,467.95,935.9
2353,1144,20,3,690.18,2070.54
2354,1144,59,2,138.42,276.84
2355,1144,230,5,33.22,166.1
2356,1145,124,6,667.15,4002.9
2357,1146,84,5,35.39,176.95
2358,1146,139,4,581.4,2325.6
2359,1147,134,5,619.41,3097.05
2360,1148,211,5,29.21,146.05
2361,1148,117,1,907.91,907.91
2362,1149,183,6,583.52,3501.12
2363,1150,164,4,736.47,2945.88
2364,1151,38,6,736.58,4419.48
2365,1151,12,3,476.61,1429.83
2366,1151,67,4,709.59,2838.36
2367,1151,54,3,599.67,1799.01
2368,1152,228,2,458.73,917.46
2369,1152,216,3,350.83,1052.49
2370,1152,174,6,61.59,369.54
2371,1153,3,6,254.8,1528.8
2372,1153,67,6,709.59,4257.54
2373,1154,108,3,660.36,1981.08
2374,1154,250,6,954.4,5726.4
2375,1154,41,6,265.09,1590.54
2376,1155,53,3,293.58,880.74
2377,1155,156,5,64.96,324.8
2378,1155,166,5,637.83,3189.15
2379,1156,72,4,429.11,1716.44
2380,1156,153,3,897.02,2691.06
2381,1156,118,3,171.52,514.56
2382,1157,126,4,960.61,3842.44
2383,1157,198,4,591.96,2367.84
2384,1158,92,2,657.85,1315.7
2385,1158,175,3,327.66,982.98
2386,1158,78,3,809.86,2429.58
2387,1159,249,2,212.88,425.76
2388,1160,239,3,420.94,1262.82
2389,1161,164,5,736.47,3682.35
2390,1161,189,2,317.55,635.1
2391,1161,66,4,375.26,1501.04
2392,1161,92,4,657.85,2631.4
2393,1162,42,2,804.95,1609.9
2394,1163,91,3,321.72,965.16
2395,1163,250,2,954.4,1908.8
2396,1164,52,4,881.38,3525.52
2397,1164,166,1,637.83,637.83
2398,1165,174,1,61.59,61.59
2399,1165,195,5,254.49,1272.45
2400,1166,204,3,946.56,2839.68
2401,1167,114,1,876.72,876.72
2402,1167,64,2,356.39,712.78
2403,1167,141,1,875.84,875.84
2404,1167,88,3,248.98,746.94
2405,1168,225,2,5.23,10.46
2406,1169,112,4,229.53,918.12
2407,1169,101,5,550.64,2753.2
2408,1169,145,2,359.65,719.3
2409,1169,244,1,168.53,168.53
2410,1170,45,2,56.28,112.56
2411,1170,22,5,947.35,4736.75
2412,1171,54,3,599.67,1799.01
2413,1171,43,4,284.43,1137.72
2414,1171,130,5,193.22,966.1
2415,1171,105,4,278.3,1113.2
2416,1172,42,1,804.95,804.95
2417,1173,188,3,511.89,1535.67
2418,1173,75,6,252.17,1513.02
2419,1173,5,3,525.64,1576.92
2420,1174,11,5,180.91,904.55
2421,1175,66,2,375.26,750.52
2422,1175,68,5,130.91,654.55
2423,1175,86,2,375.3,750.6
2424,1176,142,1,681.81,681.81
2425,1177,143,3,5.78,17.34
2426,1177,21,6,246.5,1479.0
2427,1177,69,4,364.86,1459.44
2428,1177,184,2,654.2,1308.4
2429,1178,116,2,370.64,741.28
2430,1178,69,6,364.86,2189.16
2431,1179,22,4,947.35,3789.4
2432,1179,162,3,481.2,1443.6
2433,1180,129,2,386.74,773.48
2434,1180,26,5,804.78,4023.9
2435,1180,27,2,558.97,1117.94
2436,1181,196,4,395.36,1581.44
2437,1181,4,5,877.92,4389.6
2438,1182,61,1,786.97,786.97
2439,1182,35,6,711.85,4271.1
2440,1183,89,5,45.51,227.55
2441,1184,59,1,138.42,138.42
2442,1184,237,2,84.37,168.74
2443,1185,24,5,208.5,1042.5
2444,1185,59,5,138.42,692.1
2445,1186,5,5,525.64,2628.2
2446,1186,158,1,362.46,362.46
2447,1187,111,4,201.27,805.08
2448,1187,103,3,575.68,1727.04
2449,1187,233,6,591.68,3550.08
2450,1188,176,2,566.81,1133.62
2451,1189,250,4,954.4,3817.6
2452,1190,76,1,455.6,455.6
2453,1191,243,4,64.31,257.24
2454,1191,4,1,877.92,877.92
2455,1192,33,4,575.67,2302.68
2456,1192,161,4,940.15,3760.6
2457,1193,52,4,881.38,3525.52
2458,1194,99,5,467.84,2339.2
2459,1195,1,2,594.95,1189.9
2460,1195,107,6,792.94,4757.64
2461,1195,31,5,189.64,948.2
2462,1196,91,4,321.72,1286.88
2463,1197,48,2,982.38,1964.76
2464,1197,118,5,171.52,857.6
2465,1197,104,1,134.64,134.64
2466,1198,41,6,265.09,1590.54
2467,1199,198,2,591.96,1183.92
2468,1199,192,4,127.97,511.88
2469,1199,210,6,940.55,5643.3
2470,1199,189,1,317.55,317.55
2471,1200,164,5,736.47,3682.35
2472,1200,180,1,59.17,59.17
2473,1200,36,5,369.48,1847.4
2474,1201,159,6,959.18,5755.08
2475,1201,28,6,932.51,5595.06
2476,1202,155,2,39.8,79.6
2477,1202,120,4,526.15,2104.6
2478,1202,242,5,127.78,638.9
2479,1203,176,3,566.81,1700.43
2480,1204,80,6,706.29,4237.74
2481,1204,217,5,298.14,1490.7
2482,1204,208,5,250.26,1251.3
2483,1205,70,2,618.47,1236.94
2484,1205,56,5,703.18,3515.9
2485,1206,152,4,318.56,1274.24
2486,1206,50,1,244.64,244.64
2487,1207,113,1,593.43,593.43
2488,1207,152,2,318.56,637.12
2489,1208,204,4,946.56,3786.24
2490,1208,97,5,685.95,3429.75
2491,1208,176,4,566.81,2267.24
2492,1208,70,1,618.47,618.47
2493,1209,126,1,960.61,960.61
2494,1209,189,3,317.55,952.65
2495,1210,154,3,830.12,2490.36
2496,1210,84,2,35.39,70.78
2497,1211,73,3,112.35,337.05
2498,1211,106,5,369.6,1848.0
2499,1211,123,1,518.58,518.58
2500,1212,134,6,619.41,3716.46
2501,1212,176,1,566.81,566.81
2502,1213,95,2,784.65,1569.3
2503,1213,163,5,279.26,1396.3
2504,1213,131,2,828.42,1656.84
2505,1214,59,1,138.42,138.42
2506,1214,210,4,940.55,3762.2
2507,1214,37,4,627.89,2511.56
2508,1215,219,5,682.09,3410.45
2509,1215,245,5,645.6,3228.0
2510,1215,128,6,514.19,3085.14
2511,1216,161,5,940.15,4700.75
2512,1216,133,2,936.51,1873.02
2513,1217,195,3,254.49,763.47
2514,1217,146,4,816.77,3267.08
2515,1218,195,1,254.49,254.49
2516,1218,152,4,318.56,1274.24
2517,1219,162,1,481.2,481.2
2518,1219,114,4,876.72,3506.88
2519,1220,80,6,706.29,4237.74
2520,1220,234,2,240.03,480.06
2521,1221,58,3,66.15,198.45
2522,1222,22,2,947.35,1894.7
2523,1223,244,1,168.53,168.53
2524,1224,211,5,29.21,146.05
2525,1225,185,6,962.45,5774.7
2526,1226,100,3,263.72,791.16
2527,1226,233,6,591.68,3550.08
2528,1227,36,1,369.48,369.48
2529,1227,5,1,525.64,525.64
2530,1227,169,1,673.91,673.91
2531,1227,161,5,940.15,4700.75
2532,1228,36,3,369.48,1108.44
2533,1229,107,1,792.94,792.94
2534,1230,42,5,804.95,4024.75
2535,1231,150,5,218.22,1091.1
2536,1231,56,1,703.18,703.18
2537,1232,28,3,932.51,2797.53
2538,1233,37,6,627.89,3767.34
2539,1234,133,2,936.51,1873.02
2540,1235,100,4,263.72,1054.88
2541,1235,122,1,664.63,664.63
2542,1235,182,4,259.43,1037.72
2543,1235,154,4,830.12,3320.48
2544,1236,182,5,259.43,1297.15
2545,1236,119,5,917.61,4588.05
2546,1236,23,6,36.06,216.36
2547,1237,83,4,699.95,2799.8
2548,1238,222,1,956.88,956.88
2549,1238,228,5,458.73,2293.65
2550,1238,148,2,734.07,1468.14
2551,1239,203,5,532.54,2662.7
2552,1239,55,5,609.75,3048.75
2553,1239,192,2,127.97,255.94
2554,1240,176,6,566.81,3400.86
2555,1241,147,1,704.04,704.04
2556,1241,82,3,52.23,156.69
2557,1242,222,5,956.88,4784.4
2558,1242,246,5,164.16,820.8
2559,1242,108,1,660.36,660.36
2560,1243,120,1,526.15,526.15
2561,1244,82,4,52.23,208.92
2562,1244,35,1,711.85,711.85
2563,1244,186,6,315.98,1895.88
2564,1245,19,3,730.69,2192.07
2565,1245,216,4,350.83,1403.32
2566,1246,6,2,380.95,761.9
2567,1247,165,4,727.87,2911.48
2568,1247,180,6,59.17,355.02
2569,1247,242,6,127.78,766.68
2570,1247,2,6,744.48,4466.88
2571,1248,235,3,256.57,769.71
2572,1248,122,5,664.63,3323.15
2573,1249,167,5,674.41,3372.05
2574,1250,136,3,842.39,2527.17
2575,1250,113,5,593.43,2967.15
2576,1251,217,6,298.14,1788.84
2577,1252,84,1,35.39,35.39
2578,1252,120,4,526.15,2104.6
2579,1252,62,3,825.28,2475.84
2580,1253,169,6,673.91,4043.46
2581,1253,249,1,212.88,212.88
2582,1254,171,5,740.18,3700.9
2583,1255,121,5,740.12,3700.6
2584,1256,220,3,903.59,2710.77
2585,1257,216,4,350.83,1403.32
2586,1258,207,1,522.6,522.6
2587,1259,86,3,375.3,1125.9
2588,1259,43,2,284.43,568.86
2589,1259,20,6,690.18,4141.08
2590,1259,99,3,467.84,1403.52
2591,1260,36,1,369.48,369.48
2592,1260,47,2,392.1,784.2
2593,1261,185,5,962.45,4812.25
2594,1261,250,6,954.4,5726.4
2595,1262,59,5,138.42,692.1
2596,1262,33,6,575.67,3454.02
2597,1263,135,3,909.27,2727.81
2598,1264,110,2,273.22,546.44
2599,1265,158,6,362.46,2174.76
2600,1266,209,4,54.06,216.24
2601,1266,217,4,298.14,1192.56
2602,1266,185,3,962.45,2887.35
2603,1267,22,2,947.35,1894.7
2604,1267,176,3,566.81,1700.43
2605,1267,176,1,566.81,566.81
2606,1267,45,4,56.28,225.12
2607,1267,63,6,651.88,3911.28
2608,1268,88,6,248.98,1493.88
2609,1269,43,2,284.43,568.86
2610,1269,1,5,594.95,2974.75
2611,1270,7,4,89.56,358.24
2612,1271,57,1,791.97,791.97
2613,1272,115,6,970.23,5821.38
2614,1272,228,4,458.73,1834.92
2615,1272,192,3,127.97,383.91
2616,1272,138,2,744.83,1489.66
2617,1273,175,6,327.66,1965.96
2618,1273,39,3,548.0,1644.0
2619,1273,94,5,500.35,2501.75
2620,1274,237,3,84.37,253.11
2621,1274,170,4,873.97,3495.88
2622,1274,15,4,542.36,2169.44
2623,1274,159,6,959.18,5755.08
2624,1275,113,1,593.43,593.43
2625,1276,34,3,762.04,2286.12
2626,1276,206,3,824.48,2473.44
2627,1276,186,4,315.98,1263.92
2628,1277,220,3,903.59,2710.77
2629,1277,89,5,45.51,227.55
2630,1278,100,3,263.72,791.16
2631,1278,191,1,246.92,246.92
2632,1279,229,6,580.8,3484.8
2633,1279,146,4,816.77,3267.08
2634,1279,167,5,674.41,3372.05
2635,1279,149,6,420.84,2525.04
2636,1279,187,6,271.27,1627.62
2637,1280,37,2,627.89,1255.78
2638,1281,224,2,740.44,1480.88
2639,1281,15,3,542.36,1627.08
2640,1282,136,5,842.39,4211.95
2641,1282,75,4,252.17,1008.68
2642,1283,91,5,321.72,1608.6
2643,1283,26,1,804.78,804.78
2644,1284,119,6,917.61,5505.66
2645,1284,10,2,619.66,1239.32
2646,1284,236,2,362.78,725.56
2647,1285,214,1,789.3,789.3
2648,1285,178,6,467.98,2807.88
2649,1285,217,3,298.14,894.42
2650,1286,98,5,833.49,4167.45
2651,1286,120,4,526.15,2104.6
2652,1286,239,6,420.94,2525.64
2653,1287,215,6,465.73,2794.38
2654,1287,195,4,254.49,1017.96
2655,1287,115,5,970.23,4851.15
2656,1287,188,1,511.89,511.89
2657,1288,58,4,66.15,264.6
2658,1289,31,4,189.64,758.56
2659,1289,95,4,784.65,3138.6
2660,1289,108,4,660.36,2641.44
2661,1290,165,6,727.87,4367.22
2662,1290,156,2,64.96,129.92
2663,1291,100,2,263.72,527.44
2664,1291,82,6,52.23,313.38
2665,1291,90,6,467.95,2807.7
2666,1291,167,1,674.41,674.41
2667,1292,189,6,317.55,1905.3
2668,1292,241,2,945.3,1890.6
2669,1293,130,3,193.22,579.66
2670,1293,232,6,427.2,2563.2
2671,1294,117,1,907.91,907.91
2672,1294,221,4,672.16,2688.64
2673,1295,145,4,359.65,1438.6
2674,1296,120,3,526.15,1578.45
2675,1296,199,6,732.98,4397.88
2676,1296,181,5,971.6,4858.0
2677,1296,112,6,229.53,1377.18
2678,1297,143,2,5.78,11.56
2679,1297,34,1,762.04,762.04
2680,1297,124,3,667.15,2001.45
2681,1297,78,2,809.86,1619.72
2682,1298,246,3,164.16,492.48
2683,1298,242,2,127.78,255.56
2684,1298,152,4,318.56,1274.24
2685,1299,205,5,819.55,4097.75
2686,1299,240,3,317.05,951.15
2687,1299,44,2,424.98,849.96
2688,1300,14,1,410.96,410.96
2689,1301,25,6,909.57,5457.42
2690,1301,11,5,180.91,904.55
2691,1302,113,6,593.43,3560.58
2692,1302,240,4,317.05,1268.2
2693,1302,208,4,250.26,1001.04
2694,1303,231,4,732.21,2928.84
2695,1304,80,3,706.29,2118.87
2696,1304,67,1,709.59,709.59
2697,1304,158,1,362.46,362.46
2698,1305,44,6,424.98,2549.88
2699,1305,212,5,942.96,4714.8
2700,1305,66,1,375.26,375.26
2701,1306,149,2,420.84,841.68
2702,1307,226,3,899.29,2697.87
2703,1308,159,4,959.18,3836.72
2704,1308,227,1,963.03,963.03
2705,1309,58,5,66.15,330.75
2706,1309,216,6,350.83,2104.98
2707,1309,109,1,351.02,351.02
2708,1310,99,6,467.84,2807.04
2709,1311,117,3,907.91,2723.73
2710,1311,188,4,511.89,2047.56
2711,1312,178,6,467.98,2807.88
2712,1313,231,2,732.21,1464.42
2713,1313,72,4,429.11,1716.44
2714,1314,166,5,637.83,3189.15
2715,1315,132,4,876.17,3504.68
2716,1315,150,2,218.22,436.44
2717,1316,102,5,201.95,1009.75
2718,1316,15,5,542.36,2711.8
2719,1316,56,4,703.18,2812.72
2720,1316,9,4,691.74,2766.96
2721,1317,198,3,591.96,1775.88
2722,1318,139,6,581.4,3488.4
2723,1318,32,1,646.76,646.76
2724,1318,194,2,731.08,1462.16
2725,1319,107,2,792.94,1585.88
2726,1319,200,6,729.29,4375.74
2727,1319,247,4,110.61,442.44
2728,1320,37,1,627.89,627.89
2729,1320,219,4,682.09,2728.36
2730,1321,154,2,830.12,1660.24
2731,1321,12,4,476.61,1906.44
2732,1322,9,3,691.74,2075.22
2733,1323,23,3,36.06,108.18
2734,1323,242,3,127.78,383.34
2735,1323,84,1,35.39,35.39
2736,1324,191,5,246.92,1234.6
2737,1325,14,4,410.96,1643.84
2738,1326,106,3,369.6,1108.8
2739,1326,67,4,709.59,2838.36
2740,1327,88,2,248.98,497.96
2741,1327,220,3,903.59,2710.77
2742,1328,51,3,560.14,1680.42
2743,1328,20,5,690.18,3450.9
2744,1328,243,4,64.31,257.24
2745,1329,168,5,76.94,384.7
2746,1329,45,4,56.28,225.12
2747,1329,232,3,427.2,1281.6
2748,1330,166,1,637.83,637.83
2749,1330,239,5,420.94,2104.7
2750,1331,93,4,436.98,1747.92
2751,1331,31,1,189.64,189.64
2752,1331,221,5,672.16,3360.8
2753,1332,45,2,56.28,112.56
2754,1332,29,5,298.78,1493.9
2755,1332,237,6,84.37,506.22
2756,1333,22,1,947.35,947.35
2757,1333,157,2,211.39,422.78
2758,1333,243,6,64.31,385.86
2759,1333,32,2,646.76,1293.52
2760,1334,185,2,962.45,1924.9
2761,1334,91,6,321.72,1930.32
2762,1335,141,2,875.84,1751.68
2763,1335,157,5,211.39,1056.95
2764,1335,138,6,744.83,4468.98
2765,1335,74,4,426.0,1704.0
2766,1336,219,6,682.09,4092.54
2767,1336,222,6,956.88,5741.28
2768,1336,229,6,580.8,3484.8
2769,1337,143,6,5.78,34.68
2770,1337,132,6,876.17,5257.02
2771,1337,88,3,248.98,746.94
2772,1338,72,3,429.11,1287.33
2773,1338,179,1,85.94,85.94
2774,1338,80,2,706.29,1412.58
2775,1338,20,1,690.18,690.18
2776,1338,151,3,354.57,1063.71
2777,1339,138,2,744.83,1489.66
2778,1339,96,1,772.7,772.7
2779,1340,127,2,820.42,1640.84
2780,1340,201,1,476.63,476.63
2781,1340,172,4,782.05,3128.2
2782,1341,114,1,876.72,876.72
2783,1341,222,3,956.88,2870.64
2784,1341,122,2,664.63,1329.26
2785,1342,2,3,744.48,2233.44
2786,1342,141,2,875.84,1751.68
2787,1342,221,5,672.16,3360.8
2788,1342,131,2,828.42,1656.84
2789,1343,2,6,744.48,4466.88
2790,1344,187,2,271.27,542.54
2791,1344,200,5,729.29,3646.45
2792,1344,217,5,298.14,1490.7
2793,1345,147,5,704.04,3520.2
2794,1345,231,5,732.21,3661.05
2795,1345,202,5,367.8,1839.0
2796,1346,77,1,579.52,579.52
2797,1347,98,5,833.49,4167.45
2798,1347,76,4,455.6,1822.4
2799,1348,30,3,152.33,456.99
2800,1348,48,2,982.38,1964.76
2801,1349,27,4,558.97,2235.88
2802,1350,33,6,575.67,3454.02
2803,1351,35,5,711.85,3559.25
2804,1351,177,4,514.13,2056.52
2805,1352,173,5,984.62,4923.1
2806,1352,153,3,897.02,2691.06
2807,1352,21,5,246.5,1232.5
2808,1353,103,2,575.68,1151.36
2809,1353,160,2,424.28,848.56
2810,1354,108,2,660.36,1320.72
2811,1354,29,6,298.78,1792.68
2812,1354,171,2,740.18,1480.36
2813,1355,229,1,580.8,580.8
2814,1356,109,3,351.02,1053.06
2815,1357,228,1,458.73,458.73
2816,1357,2,4,744.48,2977.92
2817,1357,43,2,284.43,568.86
2818,1358,165,5,727.87,3639.35
2819,1358,168,6,76.94,461.64
2820,1358,84,1,35.39,35.39
2821,1359,66,5,375.26,1876.3
2822,1359,53,1,293.58,293.58
2823,1360,151,3,354.57,1063.71
2824,1360,139,1,581.4,581.4
2825,1360,180,2,59.17,118.34
2826,1360,249,2,212.88,425.76
2827,1361,210,5,940.55,4702.75
2828,1362,114,5,876.72,4383.6
2829,1362,26,1,804.78,804.78
2830,1362,84,5,35.39,176.95
2831,1363,49,1,840.77,840.77
2832,1363,223,6,653.33,3919.98
2833,1364,204,2,946.56,1893.12
2834,1365,172,2,782.05,1564.1
2835,1365,21,5,246.5,1232.5
2836,1365,161,2,940.15,1880.3
2837,1365,161,5,940.15,4700.75
2838,1366,43,6,284.43,1706.58
2839,1366,108,1,660.36,660.36
2840,1367,249,1,212.88,212.88
2841,1368,87,3,240.64,721.92
2842,1368,90,5,467.95,2339.75
2843,1368,113,5,593.43,2967.15
2844,1369,68,1,130.91,130.91
2845,1369,151,1,354.57,354.57
2846,1369,239,6,420.94,2525.64
2847,1369,220,5,903.59,4517.95
2848,1370,210,6,940.55,5643.3
2849,1370,150,6,218.22,1309.32
2850,1371,27,3,558.97,1676.91
2851,1371,152,4,318.56,1274.24
2852,1371,236,3,362.78,1088.34
2853,1371,17,1,934.4,934.4
2854,1372,189,5,317.55,1587.75
2855,1372,27,5,558.97,2794.85
2856,1373,22,4,947.35,3789.4
2857,1373,246,4,164.16,656.64
2858,1374,241,2,945.3,1890.6
2859,1374,236,1,362.78,362.78
2860,1374,249,5,212.88,1064.4
2861,1375,103,4,575.68,2302.72
2862,1375,5,4,525.64,2102.56
2863,1375,237,6,84.37,506.22
2864,1376,46,6,202.72,1216.32
2865,1377,181,5,971.6,4858.0
2866,1377,94,5,500.35,2501.75
2867,1378,195,5,254.49,1272.45
2868,1378,132,1,876.17,876.17
2869,1379,193,3,864.81,2594.43
2870,1379,27,5,558.97,2794.85
2871,1379,247,6,110.61,663.66
2872,1379,4,6,877.92,5267.52
2873,1380,226,4,899.29,3597.16
2874,1381,35,1,711.85,711.85
2875,1381,250,3,954.4,2863.2
2876,1382,54,1,599.67,599.67
2877,1382,34,2,762.04,1524.08
2878,1383,205,6,819.55,4917.3
2879,1384,35,5,711.85,3559.25
2880,1385,163,6,279.26,1675.56
2881,1386,8,6,408.68,2452.08
2882,1387,103,6,575.68,3454.08
2883,1387,6,2,380.95,761.9
2884,1387,153,3,897.02,2691.06
2885,1388,43,3,284.43,853.29
2886,1389,112,3,229.53,688.59
2887,1390,66,4,375.26,1501.04
2888,1391,187,5,271.27,1356.35
2889,1391,207,4,522.6,2090.4
2890,1391,243,1,64.31,64.31
2891,1392,117,6,907.91,5447.46
2892,1392,138,3,744.83,2234.49
2893,1393,36,5,369.48,1847.4
2894,1393,24,3,208.5,625.5
2895,1393,184,1,654.2,654.2
2896,1394,170,4,873.97,3495.88
2897,1394,197,2,509.24,1018.48
2898,1394,154,3,830.12,2490.36
2899,1395,113,6,593.43,3560.58
