order_id,customer_id,order_date,currency,total_amount,status
3652,2326,2025-08-17T03:58:41.306461+00:00,USD,4009.02,PAID
3653,1787,2025-10-11T08:58:41.306461+00:00,EUR,1829.25,NEW
3654,1928,2026-03-27T23:58:41.306461+00:00,GBP,2477.64,PAID
3655,4556,2025-09-07T07:58:41.306461+00:00,USD,1274.24,PAID
3656,174,2025-01-27T04:58:41.306461+00:00,EUR,6427.78,PAID
3657,794,2024-11-06T19:58:41.306461+00:00,JPY,2282.66,PAID
3658,888,2025-04-16T14:58:41.306461+00:00,JPY,1747.71,PAID
3659,4004,2025-10-10T11:58:41.306461+00:00,JPY,377.04,CANCELLED
3660,2946,2025-06-23T11:58:41.306461+00:00,JPY,2727.24,CANCELLED
3661,3731,2026-01-19T16:58:41.306461+00:00,GBP,2260.97,PAID
3662,2612,2025-06-20T18:58:41.306461+00:00,GBP,1272.45,DELIVERED
3663,4923,2026-04-28T04:58:41.306461+00:00,USD,3073.72,DELIVERED
3664,1067,2025-09-09T13:58:41.306461+00:00,GBP,4553.24,CANCELLED
3665,3197,2025-03-23T22:58:41.306461+00:00,USD,3886.8,CANCELLED
3666,2673,2026-03-30T17:58:41.306461+00:00,GBP,6472.79,CANCELLED
3667,5000,2025-02-11T02:58:41.306461+00:00,EUR,5540.66,DELIVERED
3668,3347,2025-04-07T04:58:41.306461+00:00,USD,1643.84,PAID
3669,1251,2024-12-06T15:58:41.306461+00:00,JPY,1814.06,SHIPPED
3670,2889,2024-08-27T04:58:41.306461+00:00,USD,1260.85,SHIPPED
3671,2382,2026-02-21T01:58:41.306461+00:00,EUR,6246.53,PAID
3672,228,2024-08-28T23:58:41.306461+00:00,GBP,956.69,DELIVERED
3673,299,2025-11-16T01:58:41.306461+00:00,JPY,2146.8,NEW
3674,516,2024-11-21T22:58:41.306461+00:00,EUR,4667.03,SHIPPED
3675,201,2024-07-19T20:58:41.306461+00:00,JPY,542.36,DELIVERED
3676,4120,2024-11-21T15:58:41.306461+00:00,GBP,5167.08,PAID
3677,4777,2024-11-04T19:58:41.306461+00:00,USD,2379.2,CANCELLED
3678,4840,2025-01-10T04:58:41.306461+00:00,GBP,8951.98,PAID
3679,4568,2024-10-13T22:58:41.306461+00:00,JPY,5149.64,DELIVERED
3680,1725,2026-03-17T08:58:41.306461+00:00,JPY,2811.31,DELIVERED
3681,477,2025-07-10T14:58:41.306461+00:00,EUR,2223.84,PAID
3682,593,2024-07-11T09:58:41.306461+00:00,USD,321.72,DELIVERED
3683,4476,2025-05-05T14:58:41.306461+00:00,EUR,2241.21,DELIVERED
3684,3651,2025-10-22T19:58:41.306461+00:00,GBP,821.92,PAID
3685,2864,2024-08-09T05:58:41.306461+00:00,EUR,2684.09,SHIPPED
3686,913,2025-10-29T08:58:41.306461+00:00,EUR,4044.3,PAID
3687,3954,2025-09-01T14:58:41.306461+00:00,GBP,2154.59,DELIVERED
3688,620,2024-07-03T21:58:41.306461+00:00,GBP,6674.86,CANCELLED
3689,2879,2024-09-18T18:58:41.306461+00:00,USD,2264.45,CANCELLED
3690,4579,2025-10-19T14:58:41.306461+00:00,EUR,804.78,NEW
3691,3920,2025-01-21T19:58:41.306461+00:00,USD,962.56,PAID
3692,4513,2026-05-04T19:58:41.306461+00:00,USD,1320.72,NEW
3693,1266,2025-03-07T05:58:41.306461+00:00,USD,1480.36,NEW
3694,2915,2024-08-07T11:58:41.306461+00:00,EUR,1691.94,CANCELLED
3695,391,2025-10-23T18:58:41.306461+00:00,EUR,6259.23,PAID
3696,817,2025-09-15T22:58:41.306461+00:00,EUR,1018.48,DELIVERED
3697,3652,2024-12-29T13:58:41.306461+00:00,GBP,1814.73,DELIVERED
3698,892,2026-01-15T23:58:41.306461+00:00,JPY,1876.9,NEW
3699,988,2024-09-15T12:58:41.306461+00:00,GBP,2152.72,DELIVERED
3700,3278,2025-03-11T08:58:41.306461+00:00,JPY,3048.16,DELIVERED
3701,873,2024-11-18T08:58:41.306461+00:00,USD,1898.57,DELIVERED
3702,3311,2026-01-21T08:58:41.306461+00:00,EUR,2135.55,PAID
3703,1602,2024-07-24T18:58:41.306461+00:00,JPY,2668.6,PAID
3704,2360,2025-07-24T15:58:41.306461+00:00,GBP,1191.3,SHIPPED
3705,3293,2025-05-10T19:58:41.306461+00:00,GBP,399.26,CANCELLED
3706,4126,2026-04-16T20:58:41.306461+00:00,GBP,2465.76,PAID
3707,2906,2024-07-13T08:58:41.306461+00:00,GBP,2677.26,CANCELLED
3708,1133,2024-07-09T08:58:41.306461+00:00,JPY,7987.16,DELIVERED
3709,3412,2025-02-26T20:58:41.306461+00:00,USD,1627.62,CANCELLED
3710,2170,2024-10-14T02:58:41.306461+00:00,JPY,542.73,PAID
3711,3247,2026-04-08T03:58:41.306461+00:00,EUR,5931.96,PAID
3712,3543,2025-05-09T06:58:41.306461+00:00,JPY,830.12,PAID
3713,3255,2024-12-24T10:58:41.306461+00:00,USD,4826.35,DELIVERED
3714,4821,2026-05-09T01:58:41.306461+00:00,EUR,1635.03,PAID
3715,4473,2025-10-06T09:58:41.306461+00:00,EUR,4426.77,NEW
3716,1170,2025-08-08T16:58:41.306461+00:00,GBP,3326.88,NEW
3717,3223,2024-07-17T22:58:41.306461+00:00,JPY,892.09,PAID
3718,2930,2024-09-28T00:58:41.306461+00:00,EUR,1633.54,DELIVERED
3719,1963,2026-05-09T22:58:41.306461+00:00,GBP,7473.45,DELIVERED
3720,4842,2025-06-22T23:58:41.306461+00:00,EUR,960.61,PAID
3721,3118,2025-06-20T12:58:41.306461+00:00,EUR,6618.35,CANCELLED
3722,4692,2026-03-08T07:58:41.306461+00:00,EUR,5372.7,SHIPPED
3723,3345,2025-07-26T03:58:41.306461+00:00,EUR,5664.7,SHIPPED
3724,493,2024-11-28T02:58:41.306461+00:00,USD,5341.84,DELIVERED
3725,842,2025-01-01T19:58:41.306461+00:00,USD,269.28,NEW
3726,736,2026-02-05T22:58:41.306461+00:00,EUR,2169.44,DELIVERED
3727,1210,2025-02-16T02:58:41.306461+00:00,EUR,3712.55,PAID
3728,4201,2024-12-10T15:58:41.306461+00:00,GBP,4911.9,PAID
3729,2149,2025-12-09T00:58:41.306461+00:00,JPY,3976.5,SHIPPED
3730,4596,2024-12-31T21:58:41.306461+00:00,GBP,2196.86,SHIPPED
3731,1139,2025-02-26T03:58:41.306461+00:00,EUR,673.2,NEW
3732,2781,2024-08-13T19:58:41.306461+00:00,JPY,1871.92,DELIVERED
3733,2321,2024-10-31T20:58:41.306461+00:00,EUR,12768.91,PAID
3734,1041,2024-09-15T03:58:41.306461+00:00,GBP,1376.19,CANCELLED
3735,3945,2025-12-21T14:58:41.306461+00:00,USD,7702.0,CANCELLED
3736,1337,2025-05-28T23:58:41.306461+00:00,JPY,7364.0,SHIPPED
3737,1743,2024-12-17T13:58:41.306461+00:00,USD,2008.23,PAID
3738,4313,2024-07-27T17:58:41.306461+00:00,GBP,6594.84,PAID
3739,3324,2024-09-14T01:58:41.306461+00:00,JPY,527.44,PAID
3740,2984,2025-08-04T22:58:41.306461+00:00,USD,7120.46,CANCELLED
3741,661,2025-04-01T09:58:41.306461+00:00,GBP,5714.03,PAID
3742,1387,2025-07-15T07:58:41.306461+00:00,EUR,3875.7,SHIPPED
3743,1976,2024-10-04T12:58:41.306461+00:00,USD,689.22,SHIPPED
3744,2134,2025-01-16T22:58:41.306461+00:00,GBP,6875.2,CANCELLED
3745,1283,2025-04-23T21:58:41.306461+00:00,GBP,5925.2,SHIPPED
3746,583,2024-08-15T11:58:41.306461+00:00,USD,4041.93,DELIVERED
3747,2221,2024-09-04T16:58:41.306461+00:00,JPY,1807.18,DELIVERED
3748,1772,2024-11-09T10:58:41.306461+00:00,GBP,764.4,PAID
3749,2292,2025-08-04T09:58:41.306461+00:00,GBP,2914.8,CANCELLED
3750,2345,2024-06-30T12:58:41.306461+00:00,USD,504.34,SHIPPED
3751,4914,2025-11-30T14:58:41.306461+00:00,JPY,2505.77,DELIVERED
3752,1542,2025-02-20T21:58:41.306461+00:00,GBP,3535.14,CANCELLED
3753,4337,2026-01-08T02:58:41.306461+00:00,EUR,2548.76,NEW
3754,3234,2025-09-22T00:58:41.306461+00:00,USD,5891.32,SHIPPED
3755,2995,2026-04-27T02:58:41.306461+00:00,USD,4875.22,CANCELLED
3756,3705,2025-12-31T01:58:41.306461+00:00,USD,6387.31,PAID
3757,3594,2025-11-06T12:58:41.306461+00:00,USD,10293.26,CANCELLED
3758,416,2025-09-29T16:58:41.306461+00:00,EUR,4664.05,DELIVERED
3759,4497,2025-11-03T12:58:41.306461+00:00,USD,660.36,SHIPPED
3760,1376,2026-04-08T11:58:41.306461+00:00,EUR,321.55,PAID
3761,633,2025-05-29T10:58:41.306461+00:00,JPY,7893.14,NEW
3762,3140,2026-01-11T01:58:41.306461+00:00,USD,224.7,PAID
3763,2112,2025-12-01T19:58:41.306461+00:00,USD,7687.11,DELIVERED
3764,3253,2025-05-29T15:58:41.306461+00:00,EUR,1618.36,DELIVERED
3765,512,2024-09-08T11:58:41.306461+00:00,GBP,2867.05,PAID
3766,2605,2025-09-08T23:58:41.306461+00:00,JPY,3467.44,SHIPPED
3767,3545,2024-08-11T16:58:41.306461+00:00,EUR,4330.15,DELIVERED
3768,4889,2025-02-26T22:58:41.306461+00:00,GBP,1111.92,SHIPPED
3769,3077,2026-05-08T21:58:41.306461+00:00,USD,5653.11,SHIPPED
3770,3487,2025-02-26T07:58:41.306461+00:00,GBP,208.92,NEW
3771,1923,2025-11-20T15:58:41.306461+00:00,JPY,4355.97,CANCELLED
3772,2980,2025-03-01T18:58:41.306461+00:00,EUR,511.88,CANCELLED
3773,4572,2026-03-04T19:58:41.306461+00:00,EUR,2509.98,SHIPPED
3774,2243,2025-09-06T17:58:41.306461+00:00,JPY,2224.2,PAID
3775,3100,2025-04-30T23:58:41.306461+00:00,GBP,422.78,NEW
3776,3297,2025-11-02T07:58:41.306461+00:00,JPY,4769.6,DELIVERED
3777,3165,2025-03-20T00:58:41.306461+00:00,GBP,4393.67,SHIPPED
3778,556,2025-10-08T00:58:41.306461+00:00,EUR,2478.64,NEW
3779,323,2024-06-23T23:58:41.306461+00:00,USD,3189.15,PAID
3780,3756,2026-04-13T10:58:41.306461+00:00,USD,-161.33,SHIPPED
3781,1834,2025-05-09T10:58:41.306461+00:00,GBP,1262.52,PAID
3782,1092,2025-07-05T12:58:41.306461+00:00,USD,14002.64,SHIPPED
3783,304,2025-03-15T20:58:41.306461+00:00,GBP,1799.01,SHIPPED
3784,2821,2026-02-05T03:58:41.306461+00:00,GBP,6650.83,DELIVERED
3785,2104,2025-10-20T13:58:41.306461+00:00,USD,8444.94,SHIPPED
3786,3793,2024-12-07T09:58:41.306461+00:00,GBP,7871.2,DELIVERED
3787,623,2025-08-24T07:58:41.306461+00:00,EUR,2551.32,SHIPPED
3788,2860,2026-07-05T13:58:41.306461+00:00,JPY,392.73,PAID
3789,4098,2025-02-04T21:58:41.306461+00:00,JPY,1427.2,NEW
3790,588,2025-06-05T22:58:41.306461+00:00,EUR,1689.38,PAID
3791,44,2025-04-19T08:58:41.306461+00:00,GBP,1096.0,PAID
3792,1188,2025-09-19T15:58:41.306461+00:00,EUR,3844.76,CANCELLED
3793,3654,2025-10-31T11:58:41.306461+00:00,JPY,4881.2,NEW
3794,66,2025-02-14T21:58:41.306461+00:00,JPY,6265.06,SHIPPED
3795,1308,2026-04-02T12:58:41.306461+00:00,EUR,1204.83,SHIPPED
3796,3436,2025-01-08T02:58:41.306461+00:00,GBP,2677.91,PAID
3797,480,2026-07-05T13:58:41.306461+00:00,EUR,7684.84,PAID
3798,3014,2025-05-06T11:58:41.306461+00:00,EUR,5707.7,CANCELLED
3799,2396,2026-02-22T22:58:41.306461+00:00,USD,1096.0,SHIPPED
3800,2995,2025-12-05T23:58:41.306461+00:00,JPY,3947.1,PAID
3801,2945,2026-01-04T05:58:41.306461+00:00,GBP,2112.12,CANCELLED
3802,4454,2024-08-06T10:58:41.306461+00:00,JPY,70.78,PAID
3803,3648,2025-03-31T09:58:41.306461+00:00,GBP,7414.57,DELIVERED
3804,167,2025-12-18T08:58:41.306461+00:00,GBP,8615.68,SHIPPED
3805,1247,2025-07-01T02:58:41.306461+00:00,EUR,1871.92,CANCELLED
3806,980,2024-09-03T14:58:41.306461+00:00,EUR,1035.25,PAID
3807,3803,2025-05-13T03:58:41.306461+00:00,EUR,127.78,NEW
3808,3164,2026-02-07T03:58:41.306461+00:00,JPY,4378.29,DELIVERED
3809,4559,2025-12-26T21:58:41.306461+00:00,USD,2570.04,SHIPPED
3810,3487,2025-12-25T12:58:41.306461+00:00,USD,6541.08,SHIPPED
3811,511,2024-09-26T12:58:41.306461+00:00,EUR,2375.91,PAID
3812,196,2025-11-12T13:58:41.306461+00:00,USD,2438.78,PAID
3813,2539,2024-10-04T21:58:41.306461+00:00,JPY,11984.31,DELIVERED
3814,4003,2025-04-13T14:58:41.306461+00:00,USD,727.87,CANCELLED
3815,4776,2026-03-17T00:58:41.306461+00:00,EUR,1676.91,PAID
3816,159,2025-06-06T15:58:41.306461+00:00,GBP,5860.82,SHIPPED
3817,3697,2024-09-21T02:58:41.306461+00:00,GBP,1149.0,CANCELLED
3818,767,2025-05-30T10:58:41.306461+00:00,JPY,9972.19,CANCELLED
3819,3263,2026-04-10T01:58:41.306461+00:00,JPY,3334.19,CANCELLED
3820,1581,2025-12-26T10:58:41.306461+00:00,USD,3880.92,SHIPPED
3821,2383,2024-10-17T10:58:41.306461+00:00,JPY,9575.19,NEW
3822,9,2025-03-18T12:58:41.306461+00:00,JPY,7648.44,PAID
3823,1463,2024-09-22T15:58:41.306461+00:00,EUR,5417.88,CANCELLED
3824,4951,2025-12-29T20:58:41.306461+00:00,USD,29.21,PAID
3825,4969,2026-03-26T16:58:41.306461+00:00,GBP,3412.32,SHIPPED
3826,797,2025-11-06T15:58:41.306461+00:00,GBP,3658.5,NEW
3827,3025,2024-10-05T10:58:41.306461+00:00,EUR,4333.09,SHIPPED
3828,2462,2024-06-21T13:58:41.306461+00:00,GBP,8410.49,SHIPPED
3829,3283,2025-06-03T13:58:41.306461+00:00,EUR,5842.52,SHIPPED
3830,4005,2025-10-28T15:58:41.306461+00:00,GBP,2950.71,PAID
3831,3346,2024-10-11T14:58:41.306461+00:00,USD,2033.79,SHIPPED
3832,293,2024-11-30T14:58:41.306461+00:00,USD,8029.66,DELIVERED
3833,1976,2024-12-03T18:58:41.306461+00:00,JPY,3653.45,CANCELLED
3834,4178,2025-09-03T07:58:41.306461+00:00,USD,4086.62,NEW
3835,992,2026-04-05T18:58:41.306461+00:00,USD,12254.21,PAID
3836,476,2025-05-13T06:58:41.306461+00:00,EUR,1078.95,NEW
3837,1309,2024-07-29T10:58:41.306461+00:00,GBP,2202.21,CANCELLED
3838,51,2026-05-21T21:58:41.306461+00:00,EUR,1538.7,DELIVERED
3839,2988,2024-12-22T06:58:41.306461+00:00,GBP,5938.05,DELIVERED
3840,914,2026-04-01T10:58:41.306461+00:00,USD,4543.01,CANCELLED
3841,4493,2025-01-11T00:58:41.306461+00:00,USD,2234.49,PAID
3842,756,2025-11-09T07:58:41.306461+00:00,USD,3290.22,DELIVERED
3843,623,2024-10-29T20:58:41.306461+00:00,EUR,1700.34,NEW
3844,2196,2025-01-17T14:58:41.306461+00:00,USD,11809.6,SHIPPED
3845,442,2025-09-01T19:58:41.306461+00:00,EUR,1459.44,DELIVERED
3846,3175,2026-04-03T03:58:41.306461+00:00,JPY,2021.94,PAID
3847,4906,2026-05-26T10:58:41.306461+00:00,JPY,2541.81,PAID
3848,1941,2025-01-25T12:58:41.306461+00:00,EUR,1853.2,PAID
3849,4091,2024-07-27T09:58:41.306461+00:00,USD,2075.22,DELIVERED
3850,503,2024-09-18T23:58:41.306461+00:00,JPY,10801.78,NEW
3851,4504,2026-01-16T04:58:41.306461+00:00,USD,3388.54,SHIPPED
3852,2776,2024-09-21T14:58:41.306461+00:00,USD,1570.2,CANCELLED
3853,3484,2024-09-09T19:58:41.306461+00:00,USD,8116.8,CANCELLED
3854,2761,2024-11-30T17:58:41.306461+00:00,USD,6222.16,PAID
3855,3814,2025-06-05T02:58:41.306461+00:00,JPY,4380.85,DELIVERED
3856,1549,2024-06-21T22:58:41.306461+00:00,JPY,6415.53,CANCELLED
3857,1772,2024-07-28T11:58:41.306461+00:00,GBP,3164.12,SHIPPED
3858,3188,2024-08-16T21:58:41.306461+00:00,JPY,253.11,PAID
3859,4294,2025-01-23T07:58:41.306461+00:00,EUR,6163.68,CANCELLED
3860,1591,2024-07-28T03:58:41.306461+00:00,JPY,720.09,CANCELLED
3861,3713,2025-12-18T06:58:41.306461+00:00,JPY,4573.49,SHIPPED
3862,2280,2024-12-07T22:58:41.306461+00:00,JPY,5512.79,SHIPPED
3863,1606,2025-06-13T21:58:41.306461+00:00,USD,246.92,PAID
3864,3481,2024-07-16T00:58:41.306461+00:00,GBP,4851.15,DELIVERED
3865,2896,2026-04-21T21:58:41.306461+00:00,USD,4488.17,SHIPPED
3866,984,2025-06-15T11:58:41.306461+00:00,ZZZ,6683.95,DELIVERED
3867,1132,2025-07-05T02:58:41.306461+00:00,EUR,3772.29,SHIPPED
3868,74,2025-07-02T11:58:41.306461+00:00,JPY,2636.79,SHIPPED
3869,3729,2024-09-12T18:58:41.306461+00:00,USD,2485.26,PAID
3870,1800,2026-02-10T04:58:41.306461+00:00,GBP,919.71,SHIPPED
3871,4697,2025-07-06T05:58:41.306461+00:00,USD,4732.8,SHIPPED
3872,501,2024-10-12T04:58:41.306461+00:00,GBP,909.27,SHIPPED
3873,3017,2025-10-26T19:58:41.306461+00:00,USD,2931.92,DELIVERED
3874,212,2025-11-28T11:58:41.306461+00:00,JPY,6358.36,CANCELLED
3875,2750,2026-04-02T03:58:41.306461+00:00,EUR,7835.36,NEW
3876,4653,2024-12-18T20:58:41.306461+00:00,GBP,2339.2,CANCELLED
3877,2569,2025-05-05T18:58:41.306461+00:00,EUR,2366.38,SHIPPED
3878,3544,2024-08-17T10:58:41.306461+00:00,GBP,6198.64,CANCELLED
3879,4898,2024-10-09T13:58:41.306461+00:00,GBP,6480.66,CANCELLED
3880,4816,2025-09-17T11:58:41.306461+00:00,EUR,11389.2,DELIVERED
3881,1232,2026-01-02T18:58:41.306461+00:00,GBP,1176.3,CANCELLED
3882,4846,2026-02-23T02:58:41.306461+00:00,GBP,7652.05,NEW
3883,147,2025-10-29T05:58:41.306461+00:00,EUR,2235.61,PAID
3884,4571,2025-02-04T17:58:41.306461+00:00,JPY,4551.3,SHIPPED
3885,3223,2025-06-06T20:58:41.306461+00:00,JPY,6105.4,PAID
3886,339,2025-09-27T04:58:41.306461+00:00,USD,175.26,SHIPPED
3887,923,2026-01-17T07:58:41.306461+00:00,JPY,4588.05,DELIVERED
3888,3987,2025-08-17T19:58:41.306461+00:00,USD,5478.74,SHIPPED
3889,846,2025-02-16T23:58:41.306461+00:00,EUR,740.18,NEW
3890,4552,2024-07-29T12:58:41.306461+00:00,GBP,1026.69,CANCELLED
3891,1575,2025-08-16T09:58:41.306461+00:00,EUR,1643.84,NEW
3892,2129,2025-06-01T09:58:41.306461+00:00,USD,7401.55,CANCELLED
3893,2755,2025-03-26T21:58:41.306461+00:00,GBP,3946.72,CANCELLED
3894,1043,2025-03-11T05:58:41.306461+00:00,GBP,8410.05,PAID
3895,206,2025-12-09T00:58:41.306461+00:00,JPY,8772.62,NEW
3896,4310,2024-11-23T15:58:41.306461+00:00,GBP,112.35,SHIPPED
3897,3387,2024-10-13T05:58:41.306461+00:00,JPY,7258.11,NEW
3898,4152,2025-10-06T02:58:41.306461+00:00,USD,5543.62,CANCELLED
3899,2501,2025-01-18T21:58:41.306461+00:00,USD,917.61,NEW
3900,4219,2024-07-17T10:58:41.306461+00:00,EUR,596.28,NEW
3901,4650,2025-08-09T21:58:41.306461+00:00,JPY,750.78,DELIVERED
3902,2416,2024-08-15T03:58:41.306461+00:00,JPY,1998.6,CANCELLED
3903,215,2025-01-21T03:58:41.306461+00:00,GBP,3572.17,CANCELLED
3904,4080,2024-11-08T03:58:41.306461+00:00,USD,2193.24,DELIVERED
3905,43,2024-11-15T20:58:41.306461+00:00,EUR,842.65,SHIPPED
3906,532,2026-01-13T09:58:41.306461+00:00,USD,2251.56,CANCELLED
3907,931,2025-06-06T02:58:41.306461+00:00,JPY,5128.04,PAID
3908,878,2025-11-04T19:58:41.306461+00:00,GBP,2911.48,SHIPPED
3909,2100,2025-11-28T21:58:41.306461+00:00,JPY,2896.11,CANCELLED
3910,3817,2025-04-19T04:58:41.306461+00:00,USD,45.51,SHIPPED
3911,4263,2026-01-15T00:58:41.306461+00:00,JPY,1871.91,SHIPPED
3912,3960,2025-04-11T06:58:41.306461+00:00,GBP,534.28,NEW
3913,1549,2026-06-05T14:58:41.306461+00:00,USD,6226.02,DELIVERED
3914,2847,2025-06-16T22:58:41.306461+00:00,EUR,2810.57,SHIPPED
3915,3517,2025-05-02T12:58:41.306461+00:00,JPY,1207.62,PAID
3916,1504,2025-06-22T20:58:41.306461+00:00,EUR,4913.2,SHIPPED
3917,2102,2024-11-17T12:58:41.306461+00:00,USD,161.19,NEW
3918,2075,2024-10-03T08:58:41.306461+00:00,JPY,2887.28,DELIVERED
3919,3828,2025-10-26T17:58:41.306461+00:00,USD,8397.8,CANCELLED
3920,4498,2026-04-05T22:58:41.306461+00:00,GBP,5356.24,DELIVERED
3921,2766,2024-09-28T21:58:41.306461+00:00,EUR,11337.54,SHIPPED
3922,2844,2025-07-23T10:58:41.306461+00:00,JPY,2183.61,NEW
3923,2918,2024-12-27T21:58:41.306461+00:00,GBP,2339.9,NEW
3924,3290,2024-11-17T13:58:41.306461+00:00,USD,5959.9,SHIPPED
3925,2366,2024-11-10T12:58:41.306461+00:00,GBP,5698.59,DELIVERED
3926,332,2026-01-08T06:58:41.306461+00:00,EUR,3515.9,SHIPPED
3927,2889,2024-12-10T12:58:41.306461+00:00,GBP,1393.18,SHIPPED
3928,4368,2026-05-23T19:58:41.306461+00:00,JPY,7091.46,DELIVERED
3929,1633,2025-09-29T21:58:41.306461+00:00,USD,1583.75,PAID
3930,1846,2025-03-13T06:58:41.306461+00:00,EUR,1794.04,NEW
3931,4989,2025-02-09T16:58:41.306461+00:00,JPY,7567.9,CANCELLED
3932,4849,2026-05-21T03:58:41.306461+00:00,EUR,1347.82,DELIVERED
3933,629,2025-09-01T23:58:41.306461+00:00,GBP,1306.38,SHIPPED
3934,93,2024-07-22T05:58:41.306461+00:00,USD,3224.86,DELIVERED
3935,2746,2024-07-10T21:58:41.306461+00:00,GBP,34.68,DELIVERED
3936,4571,2025-03-24T17:58:41.306461+00:00,USD,1451.12,PAID
3937,1398,2024-07-05T02:58:41.306461+00:00,GBP,1737.46,DELIVERED
3938,2348,2024-09-17T05:58:41.306461+00:00,EUR,56.28,CANCELLED
3939,2681,2025-08-02T10:58:41.306461+00:00,JPY,8300.94,DELIVERED
3940,4310,2024-11-01T01:58:41.306461+00:00,JPY,580.8,PAID
3941,1324,2025-04-03T09:58:41.306461+00:00,USD,740.12,PAID
3942,3520,2025-08-15T10:58:41.306461+00:00,EUR,4649.77,PAID
3943,1543,2024-09-28T01:58:41.306461+00:00,USD,1370.16,CANCELLED
3944,341,2026-05-24T13:58:41.306461+00:00,EUR,3168.74,NEW
3945,2581,2025-08-08T08:58:41.306461+00:00,USD,3934.85,SHIPPED
3946,1056,2025-12-14T00:58:41.306461+00:00,JPY,1573.94,SHIPPED
3947,4793,2025-07-22T08:58:41.306461+00:00,GBP,2781.94,NEW
3948,3014,2025-02-20T18:58:41.306461+00:00,GBP,4037.42,NEW
3949,848,2025-07-27T22:58:41.306461+00:00,EUR,180.3,SHIPPED
3950,11,2025-09-05T01:58:41.306461+00:00,USD,9772.55,SHIPPED
3951,3471,2026-05-11T12:58:41.306461+00:00,USD,4155.41,CANCELLED
3952,1155,2026-01-26T07:58:41.306461+00:00,JPY,605.21,DELIVERED
3953,4914,2026-03-28T09:58:41.306461+00:00,JPY,8390.31,PAID
3954,756,2026-02-26T13:58:41.306461+00:00,USD,2166.48,NEW
3955,1423,2024-07-06T20:58:41.306461+00:00,JPY,7633.5,PAID
3956,4633,2024-12-08T16:58:41.306461+00:00,USD,7985.24,SHIPPED
3957,3241,2024-09-24T00:58:41.306461+00:00,USD,3551.76,SHIPPED
3958,2385,2025-10-09T00:58:41.306461+00:00,GBP,5549.98,SHIPPED
3959,2225,2026-05-09T12:58:41.306461+00:00,USD,52.23,NEW
3960,3699,2025-12-10T01:58:41.306461+00:00,USD,2510.38,SHIPPED
3961,3313,2025-08-29T01:58:41.306461+00:00,EUR,3962.16,NEW
3962,4525,2025-07-05T15:58:41.306461+00:00,USD,4323.62,NEW
3963,3059,2024-10-12T04:58:41.306461+00:00,EUR,8739.42,SHIPPED
3964,2357,2025-09-21T08:58:41.306461+00:00,EUR,6202.68,DELIVERED
3965,1142,2025-03-19T00:58:41.306461+00:00,JPY,6882.58,CANCELLED
3966,3008,2025-12-27T15:58:41.306461+00:00,EUR,1784.85,PAID
3967,74,2026-03-25T17:58:41.306461+00:00,EUR,5739.45,CANCELLED
3968,3807,2026-05-06T03:58:41.306461+00:00,EUR,6075.83,DELIVERED
3969,4553,2025-06-22T15:58:41.306461+00:00,EUR,808.5,NEW
3970,4364,2024-10-06T17:58:41.306461+00:00,JPY,2778.4,NEW
3971,2721,2024-08-01T20:58:41.306461+00:00,USD,1365.83,SHIPPED
3972,4254,2025-02-15T12:58:41.306461+00:00,EUR,542.36,PAID
3973,1984,2025-03-07T04:58:41.306461+00:00,GBP,6232.35,NEW
3974,4115,2025-09-23T00:58:41.306461+00:00,EUR,690.18,PAID
3975,4378,2025-07-06T18:58:41.306461+00:00,USD,5212.29,CANCELLED
3976,2452,2026-05-13T06:58:41.306461+00:00,USD,7839.15,SHIPPED
3977,2156,2025-05-20T23:58:41.306461+00:00,JPY,2897.6,DELIVERED
3978,1508,2025-03-20T00:58:41.306461+00:00,GBP,2987.31,PAID
3979,596,2026-04-14T04:58:41.306461+00:00,GBP,997.91,NEW
3980,2135,2024-11-27T12:58:41.306461+00:00,JPY,2771.18,NEW
3981,1736,2026-03-14T06:58:41.306461+00:00,USD,4090.86,DELIVERED
3982,3911,2026-02-23T09:58:41.306461+00:00,JPY,4594.77,PAID
3983,1472,2024-12-11T06:58:41.306461+00:00,GBP,3400.86,NEW
3984,159,2024-11-30T13:58:41.306461+00:00,GBP,4726.5,NEW
3985,2872,2025-10-25T05:58:41.306461+00:00,GBP,35.39,NEW
3986,773,2026-03-11T13:58:41.306461+00:00,USD,1822.76,PAID
3987,953,2024-08-26T09:58:41.306461+00:00,GBP,146.05,NEW
3988,4632,2024-09-12T06:58:41.306461+00:00,EUR,8920.09,CANCELLED
3989,3115,2024-10-04T00:58:41.306461+00:00,USD,5536.06,NEW
3990,1365,2025-09-21T21:58:41.306461+00:00,USD,8919.59,SHIPPED
3991,3018,2025-03-26T16:58:41.306461+00:00,GBP,3611.6,CANCELLED
3992,2794,2025-12-16T10:58:41.306461+00:00,JPY,1727.04,NEW
3993,4917,2026-04-10T00:58:41.306461+00:00,JPY,5753.19,DELIVERED
3994,204,2026-04-01T17:58:41.306461+00:00,JPY,3555.36,DELIVERED
3995,975,2025-03-24T16:58:41.306461+00:00,GBP,823.0,DELIVERED
3996,3506,2025-03-24T13:58:41.306461+00:00,JPY,1572.45,CANCELLED
3997,4825,2026-03-21T09:58:41.306461+00:00,USD,2055.78,PAID
3998,1858,2025-09-10T08:58:41.306461+00:00,JPY,1239.32,PAID
3999,1670,2026-02-24T21:58:41.306461+00:00,JPY,8203.95,NEW
